"Squad","Player","Cmp_Total","Att_Total","Cmp_percent_Total","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP"
"Burnley","Loum Tchaouna",63,92,68.5,0.1,0.2,-0.1,1,5,7,2,9
"Burnley","Axel Tuanzebe",144,173,83.2,0,0,0,0,8,1,0,6
"Burnley","Lesley Ugochukwu",124,146,84.9,0,0.1,0,1,11,1,0,10
"Burnley","Kyle Walker",308,459,67.1,0.4,0.4,0.6,1,21,2,1,24
"Burnley","Joe Worrall",2,5,40,0,0,0,0,0,0,0,1
"Chelsea","Joshua Acheampong",273,296,92.2,0,0,0,0,8,0,0,11
"Chelsea","Tosin Adarabioyo",325,363,89.5,0,0.1,0,0,17,1,0,15
"Chelsea","Benoît Badiashile",53,57,93,0,0,0,0,6,1,0,4
"Chelsea","Facundo Buonanotte",20,22,90.9,0.3,0.1,-0.3,2,2,0,0,0
"Chelsea","Moisés Caicedo",523,576,90.8,0.9,0.7,0.1,5,51,4,0,54
"Chelsea","Trevoh Chalobah",578,637,90.7,0.1,0.6,-0.1,2,41,4,1,30
"Chelsea","Marc Cucurella",445,509,87.4,1.5,1.4,0.5,14,38,6,1,37
"Chelsea","Liam Delap",9,15,60,0,0,0,0,1,1,0,3
"Chelsea","Enzo Fernández",429,526,81.6,2,1.1,-1,15,55,16,1,67
"Chelsea","Wesley Fofana",130,147,88.4,0,0,0,0,10,0,0,5
"Chelsea","Alejandro Garnacho",65,85,76.5,0.8,0.7,-0.8,3,1,0,0,2
"Chelsea","Tyrique George",21,24,87.5,0,0.1,0,0,3,2,1,4
